nom_du_festival;envergure_territoriale;region_principale_de_deroulement;departement_principal_de_deroulement;commune_principale_de_deroulement;code_postal_de_la_commune_principale_de_deroulement;code_insee_commune;code_insee_epci_collage_en_valeur;libelle_epci_collage_en_valeur;numero_de_voie;type_de_voie_rue_avenue_boulevard_etc;nom_de_la_voie;adresse_postale;complement_d_adresse_facultatif;site_internet_du_festival;adresse_e_mail;decennie_de_creation_du_festival;annee_de_creation_du_festival;discipline_dominante;sous_categorie_spectacle_vivant;sous_categorie_musique;sous_categorie_musique_cnm;sous_categorie_cinema_et_audiovisuel;sous_categorie_arts_visuels_et_arts_numeriques;sous_categorie_livre_et_litterature;periode_principale_de_deroulement_du_festival;identifiant_agence_a;identifiant;identifiant_cnm;;;;;;;;;;;;;;;
Salon du livre et de la presse jeunesse - SLPJ;;Île-de-France;Seine-Saint-Denis;Montreuil;93100;93048;200057875;Est ensemble (T8);;;;;;http://slpjplus.fr/salon/;;De 1980 à 1989;01/01/1985 00:00;Livre, littérature;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_93048_4140;;;;;;;;;;;;;;;;
Iso photo festival;;Occitanie;Hérault;Vendémian;34230;34328;243400694;CC Vallée de l'Hérault;;domaine;de biar;domaine de biar;"Galerie Sténopé à Clermont-Ferrand 6 octobre 2021 À voir dans le cadre""]";https://iso-photo.fr/;;2010 et après;2019;Arts visuels, arts numériques;;;;;Photo exposition à ciel ouvert;;Après-saison (6 septembre - 31 décembre);;FEST_34328_6972;;;;;;;;;;;;;;;;
Festival en Poitou;;Nouvelle-Aquitaine;Vienne;Quinçay;86190;86204;200069763;CC du Haut-Poitou;;;;;;https://www.festivalenpoitou.com/site/;;De 2000 à 2009;2004;Musique;;Autres Musiques;;;;;Saison (21 juin - 5 septembre);CR234;FEST_86204_5276;;;;;;;;;;;;;;;;
Festival Lles Intégrales d’automne;;Occitanie;Tarn-et-Garonne;Verdun-sur-Garonne;82600;82190;200066652;CC Grand Sud Tarn et Garonne;;;;;Différents lieux : Église - Hameau Notre Dame  Église Saint-Michel  Orgue Dans l'église de Verdun sur Garonne;https://www.lesintegralesdautomne.org/;n1n2@free.fr;2010 et après;;Musique;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_82190_6993;;;;;;;;;;;;;;;;
Jazz au Pays de Redon;;Bretagne;Ille-et-Vilaine;Redon;35600;35236;243500741;CA Redon Agglomération;;;Salle des Sports;Salle des Sports;;www.jazzaupaysderedon.fr;Jazzaupaysderedon@gmail.com;2010 et après;2011;Musique;;Jazz, blues;;;;;Après-saison (6 septembre - 31 décembre);;FEST_35236_5306;;;;;;;;;;;;;;;;
Festi Country;;Occitanie;Gers;Vic-Fezensac;32190;32462;243200607;CC Artagnan de Fezensac;3;Cours;Delom;3 Cours Delom;;https://www.countryinmirande.com/;;;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_32462_7037;;;;;;;;;;;;;;;;
Couleurs Chanson;;Pays de la Loire;Maine-et-Loire;Mûrs-Erigné;49610;49223;244900015;CU Angers Loire Métropole;;;;;;http://www.murs-erigne.fr/index.php?id=778;;2010 et après;2015;Musique;;Chanson;01- Chanson;;;;Avant-saison (1er janvier - 20 juin);;FEST_49223_4241;1926;;;;;;;;;;;;;;;
Villeneuve Se Livre;;Nouvelle-Aquitaine;Lot-et-Garonne;Villeneuve-sur-Lot;47300;47323;200023307;CA du Grand Villeneuvois;;;;;;https://www.facebook.com/villeneuve.se.livre/;;Avant 1980;1977;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);CR350;FEST_47323_7122;;;;;;;;;;;;;;;;
L'Abrazo de la Vilaine;;Bretagne;Ille-et-Vilaine;Redon;35600;35236;243500741;CA Redon Agglomération;;;P'tit théâtre Notre-Dame (Quai Surcouf);P'tit théâtre Notre-Dame (Quai Surcouf);Médiathèque de Redon, château de Caslou (Parc Anger);http://abrazovilaine.wixsite.com/tango;creatabrazotango@gmail.com;2010 et après;2019;Musique;Danse;;;;;;Saison (21 juin - 5 septembre);;FEST_35236_5308;;;;;;;;;;;;;;;;
Festival Autour de l’orgue;Intercommunale;Occitanie;Pyrénées-Orientales;Vinca;66320;66230;200049211;CC Conflent-Canigó;17;Avenue;Général De Gaulle;17 Avenue Général De Gaulle;Mairie;https://www.lasemaineduroussillon.com/2021/03/23/vinca-le-46e-festival-musique-et-orgue-est-annonce-du-9-juillet-au-27-aout/#:~:text=Le%2046e%20festival%20Musique%20et%20Orgue%20de%20Vin%C3%A7a%2C%20organis%C3%A9%20par,20%20et%2027%20ao%C3%BBt%202021.;rdrague@orange.fr / jbarrere1@club-internet.fr;;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_66230_7152;;;;;;;;;;;;;;;;
Lire à Vence;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Vence;6140;6157;200030195;Métropole Nice Côte d'Azur;228;Avenue;du colonel Méyèr;228 Avenue du colonel Méyèr;Association Lire à Vence - Médiathèque Élise et Célestin Freinet 228 avenue du colonel Méyère;;claudejoyard@gmail.com;2010 et après;;Livre, littérature;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_06157_6965;;;;;;;;;;;;;;;;
Musik Fabrik Xerpils Festival;;Grand Est;Vosges;Xertigny;88220;88530;200068757;CA d'Epinal;;;;;;http://musikfabrik.fr/;contact@musikfabrik.fr;2010 et après;2016;Musique;;Chanson ou variété française, Musiques traditionnelles, Hip-hop, rap, slam, Pop, rock, Jazz, blues;;;;;Après-saison (6 septembre - 31 décembre);;FEST_88530_7223;;;;;;;;;;;;;;;;
Au fil des ailes;;Grand Est;Ardennes;Reims;51100;51454;200067213;CU du Grand Reims;;;;;;www.interbibly.fr;contact@interbibly.fr;De 2000 à 2009;2009;Livre, littérature;;;;;;Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Bande dessinée, comics, manga, Poésie;Avant-saison (1er janvier - 20 juin);;FEST_51454_5315;;;;;;;;;;;;;;;;
Les Rives de la Belle Époque;Intercommunale;Île-de-France;Essonne;Crosne;91330, 94440, 91800;91691;200058477;Val d'Yerres Val de Seine;;;;;;;;;;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_91691_7224;;;;;;;;;;;;;;;;
Autres Mesures;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Au CRR de rennes, L'Antipode MJC;Au CRR de rennes, L'Antipode MJC;Musées des Beaux Arts, les Champs Libres, La Criée, le FRAC;https://autresmesures.wixsite.com/festival;carnivalofsound.jiess@gmail.com;2010 et après;2015;Musique;;Musiques électroniques, techno, Musique contemporaine, Musique classique, experimentales, improvisation;;;;;Avant-saison (1er janvier - 20 juin);;FEST_35238_5347;;;;;;;;;;;;;;;;
Nuits du Blues;Régionale;Hauts-de-France;Somme;Abbeville;80100;80001;200070993;CA de la Baie de Somme;;;;;Plusieurs lieux dans la ville;http://www.nuits-du-blues-abbeville.fr/;;De 1990 à 1999;1995;Musique;;Jazz, Blues;;;;;Avant-saison (1er janvier - 20 juin);;FEST_80001_4;;;;;;;;;;;;;;;;
Rock'n Solex;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Campus Beaulieu;Campus Beaulieu;;;marie.meilhat@insa-rennes.fr;Avant 1980;;Musique;;;07- Musiques actuelles sans distinction;;;;Avant-saison (1er janvier - 20 juin);;FEST_35238_5399;118;;;;;;;;;;;;;;;
Festival d'humour du Cap d'Agde;;Occitanie;Hérault;Agde;34300;34003;243400819;CA Hérault-Méditerranée;;;;;Palais des congrès;https://icisete.fr/evenement/cap-dagde/spectacles/festival-humour-cap-dagde-2022/;;De 2000 à 2009;2003;Spectacle vivant;Humour;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_34003_7;;;;;;;;;;;;;;;;
Spéléographies - Biennale des écritures;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Rennes et ses alentours;Rennes et ses alentours;;www.speleogrpahies.com;speleographies@gmail.com;2010 et après;2016;Livre, littérature;;;;;;Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Bande dessinée, comics, manga, Poésie;Avant-saison (1er janvier - 20 juin);;FEST_35238_5404;;;;;;;;;;;;;;;;
Château Perché Festival;Intercommunale;Centre-Val de Loire;Cher;Ainay-le-Vieil;18200;18002;200049484;CC Berry Grand Sud;;;;;;https://chateauperche.com/;;2010 et après;2015;Musique;;Musiques actuelles et électroniques;;;;;Saison (21 juin - 5 septembre);;FEST_18002_29;;;;;;;;;;;;;;;;
La Roche À Foucauld;;Nouvelle-Aquitaine;Charente;Rochefoucauld-en-Angoumois;16110;16281;200068914;CC La Rochefoucauld - Porte du Périgord;;;;;;http://www.larocheafoucauld.fr/;aucun;2010 et après;2012;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Saison (21 juin - 5 septembre);LA666;FEST_16281_5464;;;;;;;;;;;;;;;;
Festival de pâques;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;13100;13001;200054807;Métropole d'Aix-Marseille-Provence;380;Avenue;Max Juvenal;380 Avenue Max Juvenal;;www.festivalpaques.com;info@legrandtheatre.net;2010 et après;2013;Musique;;Musique classique;;;;;Avant-saison (1er janvier - 20 juin);;FEST_13001_42;;;;;;;;;;;;;;;;
Salon de la BD et des arts graphiques;Communale;Hauts-de-France;Nord;Roubaix;59100;59512;200093201;Métropole Européenne de Lille;9;Rue;de l'Hospice;9 Rue de l'Hospice;Salle Watremez;https://www.facebook.com/festivalbdrbx/;hwaguet@ville-roubaix.fr;2010 et après;2012;Livre, littérature;;;;;;Bande dessinée, comics, manga;Avant-saison (1er janvier - 20 juin);;FEST_59512_5516;;;;;;;;;;;;;;;;
Aio festival;Régionale;Corse;Corse-du-Sud;Ajaccio;20000;2A004;242010056;CA du Pays Ajaccien;;;;;;https://www.aiofestival.com/;;2010 et après;2016;Musique;;Variété française;07- Musiques actuelles sans distinction;;;;Saison (21 juin - 5 septembre);;FEST_2A004_81;5000;;;;;;;;;;;;;;;
Karnasouk;;Île-de-France;Val-de-Marne;Vitry-sur-Seine;94400;94081;200058014;Grand-Orly Seine Bièvre (T12);;;;;;http://www.soukmachines.com/;contact@soukmachines.com;2010 et après;2017;Musique;;Musiques du monde, Musiques électroniques, techno, Hip-hop, rap, slam;02- Musiques amplifiées ou électroniques;;;;Avant-saison (1er janvier - 20 juin);;FEST_94081_7180;4689;;;;;;;;;;;;;;;
Jazzbertville;;Auvergne-Rhône-Alpes;Savoie;Albertville;73200;73011;200068997;CA Arlysère;;;;;Différents lieux : Place de la liberté Square soutiras Théatre maistre;https://www.albertvillejazzfestival.com/infos.html;;2010 et après;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_73011_103;;;;;;;;;;;;;;;;
Festival du Livre Jeunesse;;Nouvelle-Aquitaine;Charente;Ruelle-sur-Touvre;16600;16291;200071827;CA du Grand Angoulême;;;;;;fcol16.org;assoc.fol16@ac-poitiers.fr;De 1990 à 1999;1999;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);ALCA26;FEST_16291_5566;;;;;;;;;;;;;;;;
Festival des cinémas d'afrique du pays d'apt;;Provence-Alpes-Côte d'Azur;Vaucluse;Apt;84400;84003;200040624;CC Pays d'Apt-Luberon;;;;;;africapt-festival.fr;contact@africapt-festival.fr;De 2000 à 2009;2002;Cinéma, audiovisuel;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_84003_297;;;;;;;;;;;;;;;;
La Semaine du Cirque;;Provence-Alpes-Côte d'Azur;Vaucluse;Saignon;84400;84105;200040624;CC Pays d'Apt-Luberon;;;;;;facebook.com/ecoledecirqueskabarre/;skabarre@hotmail.fr;2010 et après;2017;Spectacle vivant;"Arts de la piste ; Arts de la rue ; Théâtre";;;;;;Saison (21 juin - 5 septembre);FEST_84105_5577;43.8604088316, 5.43831613647;;;;;;;;;;;;;;
Salon du livre en pays d'apt;;Provence-Alpes-Côte d'Azur;Vaucluse;Apt;84400;84003;200040624;CC Pays d'Apt-Luberon;;;;;"Association ""le goût de lire en pays d'apt"" bibliothèque municipale";legoutdelire.over-blog.com;daniellebruel@wanadoo.fr;2010 et après;;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_84003_302;;;;;;;;;;;;;;;;
Le son des pierres;Intercommunale;Provence-Alpes-Côte d'Azur;Vaucluse;Saignon;84400;84105;200040624;CC Pays d'Apt-Luberon;22;Route;De castellet;22 Route De castellet;Maison des assiciations;lesondespierres.net;festival.sdp@gmail.com;2010 et après;2017;Musique;;Jazz, blues, musique classique, musique contemporaine, musiques du monde;;;;;Après-saison (6 septembre - 31 décembre);;FEST_84105_5578;;;;;;;;;;;;;;;;
Les Nuits Musicales;;Nouvelle-Aquitaine;Charente;Aubeterre-sur-Dronne;16390;16020;200070282;CC Lavalette Tude Dronne;;;;;;http://www.aubeterresurdronne.com;mairie.aubeterre-sur-dronne@wanadoo.fr;2010 et après;2013;Musique;;Musiques inclassables;;;;;Saison (21 juin - 5 septembre);LA165;FEST_16020_427;;;;;;;;;;;;;;;;
Equiblues;;Auvergne-Rhône-Alpes;Ardèche;Saint-Agrève;7320;7204;200041465;CC Val Eyrieux;;Route;d'Annonay;Route d'Annonay;;http://www.equiblues.com;;De 1990 à 1999;;Spectacle vivant;;jazz, blues et musiques improvisées;;;;;Saison (21 juin - 5 septembre);;FEST_07204_5631;;;;;;;;;;;;;;;;
Les Animés - rencontres de l'animation en Occitanie;Régionale;Occitanie;Haute-Garonne;Aucamville;31140;31022;200066652;CC Grand Sud Tarn et Garonne;6;Rue;des  Ecoles;6 Rue des  Ecoles;;http://lesanimes.fr;info@lesanimes.fr;2010 et après;2015;Cinéma, audiovisuel;;;;Film d'animation;;;Après-saison (6 septembre - 31 décembre);;FEST_31022_437;;;;;;;;;;;;;;;;
Rockalissimo;;Bourgogne-Franche-Comté;Jura;Saint-Aubin;39410;39476;200010650;CA du Grand Dole;1;Rue;de la Goulotte;1 Rue de la Goulotte;Site du Patrimoine;https://www.rockalissimo.com;daubigney.clement@gmail.com;De 2000 à 2009;2004;Musique;;Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musique contemporaine, Musiques électroniques, techno, Pop, rock;02- Musiques amplifiées ou électroniques;;;;Avant-saison (1er janvier - 20 juin);;FEST_39476_5659;2677;;;;;;;;;;;;;;;
Avignon jazz festival;;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);15;Rue;Mérindol;15 Rue Mérindol;;tremplinjazzavignon;avignonjazzfestival@gmail.com;De 1990 à 1999;1992;Musique;;Jazz, blues;;;;;Saison (21 juin - 5 septembre);;FEST_84007_506;;;;;;;;;;;;;;;;
Musi'Caux;;Normandie;Seine-Maritime;Saint-Aubin-sur-Mer;76740;76564;200069839;CC de la Côte d'Albâtre;;;;;;https://www.saintaubinsurmer76.fr/fr/musicales.html;;2010 et après;2019;Musique;;Musique classique;;;;;Après-saison (6 septembre - 31 décembre);;FEST_76564_5662;;;;;;;;;;;;;;;;
Festival off avignon;Intercommunale;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);;;;;;www.festivaloffavignon.com;contact@festivaloffavignon.com;Avant 1980;1966;Spectacle vivant;Théâtre;;;;;;Saison (21 juin - 5 septembre);;FEST_84007_520;;;;;;;;;;;;;;;;
Fête des Vendanges de Montmartre;;Île-de-France;Paris;Paris;75018;75056;200054781;Métropole du Grand Paris;;;;;;www.fetedesvendangesdemontmartre.com;;Avant 1980;01/01/1934 00:00;Pluridisciplinaire;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_75118_4709;;;;;;;;;;;;;;;;
Bain de Blues;;Bretagne;Ille-et-Vilaine;Bain-de-Bretagne;35470;35012;200070662;CC Bretagne porte de Loire Communauté;;;3 bis La Haute Chapelle;3 bis La Haute Chapelle;;Baindeblues.com;baindeblues@laposte.net;De 2000 à 2009;2007;Musique;;Jazz, blues;;;;;Avant-saison (1er janvier - 20 juin);;FEST_35012_595;;;;;;;;;;;;;;;;
Prom'nons nous;;Bretagne;Morbihan;Saint-Avé;56890;56206;200067932;CA Golfe du Morbihan - Vannes Agglomération;;;Salle du Dôme;Salle du Dôme;;https://www.festivalpromnonsnous.fr/;ledome@saint-ave.fr;De 2000 à 2009;2007;Musique;Marionnettes et théâtre d'objet;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_56206_5664;;;;;;;;;;;;;;;;
Festival choral international en Provence;Régionale;Provence-Alpes-Côte d'Azur;Var;Bandol;83150;83009;248300394;CA Sud Sainte-Baume;11;Rue;Des écoles;11 Rue Des écoles;;www.choral-events.com;admin@choral-events.com;De 1990 à 1999;1997;Musique;;Chanson ou variété française, musique classique, musique contemporaine, musiques du monde, musiques traditionnelles, opéra;;;;;Saison (21 juin - 5 septembre);;FEST_83009_599;;;;;;;;;;;;;;;;
Les volcaniques;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Saint-Bonnet-Près-Riom;63200;63327;200070753;CA Riom Limagne et Volcans;;;;;Différentes salles du village;https://brayauds.fr/les-volcaniques/;estelle.bourdier@orange.fr;De 1990 à 1999;1998;Musique;;Musiques du Monde et Trad;;;;;Saison (21 juin - 5 septembre);;FEST_63327_5676;;;;;;;;;;;;;;;;
Barjac M'en Chante;;Occitanie;Gard;Barjac;30430;30029;200035129;CC de Cèze Cévennes;;Mairie;Hotel De Ville;Mairie Hotel De Ville;;https://barjacmenchante.org/;contact@barjacmenchante.org;De 1990 à 1999;1992;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_30029_619;;;;;;;;;;;;;;;;
Gindou cinéma;;Occitanie;Lot;Saint-Caprais;46250;46250;200035327;CC Cazals-Salviac;;;;;Cinéma de verdure : l'amphithéatre en plein air;http://www.gindoucinema.org/;;De 1980 à 1989;;Cinéma, audiovisuel;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_46250_5699;;;;;;;;;;;;;;;;
Festival de la BD;Nationale;Corse;Haute-Corse;Bastia;20200;2B033;242000354;CA de Bastia;5;Rue;César Campinchi;5 Rue César Campinchi;Arcades du théâtre;https://una-volta.com/bd-a-bastia/;Centreculturel@una-volta.org;De 1990 à 1999;1993;Livre, littérature;;;;;;Bande dessinée;Avant-saison (1er janvier - 20 juin);;FEST_2B033_643;;;;;;;;;;;;;;;;
Fête des Tulipes;;Île-de-France;Seine-Saint-Denis;Saint-Denis;93200;93066;200057867;Plaine Commune (T6);;;;;;;;;;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_93066_5738;;;;;;;;;;;;;;;;
Journées cinéma espagnol et latino américain;Intercommunale;Corse;Haute-Corse;Bastia;20200;2B033;242000354;CA de Bastia;;;;;;;;De 1980 à 1989;1987;Cinéma, audiovisuel;;;;Fiction long métrage;;;Après-saison (6 septembre - 31 décembre);;FEST_2B033_646;;;;;;;;;;;;;;;;
Festival de musique de Chambre;Communale;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;42100;42218;244200770;Saint-Etienne Métropole;;;;;Association BWD 12-Le Boulain;http://www.bwd12.fr/;festivalbwd12@gmail.com;De 2000 à 2009;15ème;Musique;;Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_42218_5815;;;;;;;;;;;;;;;;
Beaune Blues Boogie festival;Intercommunale;Bourgogne-Franche-Comté;Côte-d'Or;Beaune;21200;21054;200070308;CA Mâconnais Beaujolais Agglomération;22;Avenue;de L’aigue;22 Avenue de L’aigue;;www.jpboogie.com;;De 2000 à 2009;2006;Musique;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_21054_688;;;;;;;;;;;;;;;;
Roddy's Road;;Occitanie;Hérault;Saint-Étienne-d'Albagnan;34390;34250;200066348;CC du Minervois au Caroux;;;;;;https://zikoccitanie.fr/roddys-road-festival-fin-aout/;;2010 et après;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_34250_5828;;;;;;;;;;;;;;;;
Festival international de violoncelle de Beauvais;;Hauts-de-France;Oise;Beauvais;60000;60057;200067999;CA du Beauvaisis;;rue;de Paris;rue de Paris;;www.festivalvioloncellebeauvais.com;contact@festivaldevioloncelledebeauvais.com;De 1990 à 1999;1993;Musique;;Jazz, blues, Musique classique, Musique contemporaine;;;;;Avant-saison (1er janvier - 20 juin);;FEST_60057_704;;;;;;;;;;;;;;;;
Jours de fête;;Pays de la Loire;Loire-Atlantique;Saint-Herblain;44815;44162;244400404;Nantes Métropole;;;1 place Océane;1 place Océane;;www.theatreonyx.fr/;billetterie.onyx@saint-herblain.fr;De 2000 à 2009;2003;Spectacle vivant;Cirque, Arts de la rue;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_44162_5898;;;;;;;;;;;;;;;;
Festival Au coin de la vigne;;Occitanie;Hérault;Bédarieux;34600;34028;200042646;CC Grand Orb;;;;;Différents lieux : en plein air dans la ville de Bédarieux Les Berges de l'Orb  place Pablo Neruda;https://mvproduction34.wixsite.com/aucoindelavigne/festival;;2010 et après;2012;Musique;;Musiques actuelles;;;;;Saison (21 juin - 5 septembre);;FEST_34028_712;;;;;;;;;;;;;;;;
Folklores du Monde;;Bretagne;Ille-et-Vilaine;Saint-Malo;35400;35288;243500782;CA du Pays de Saint Malo Agglomération;;;Saint-Servan;Saint-Servan;6 Place Bouvet;www.folkloresdumonde.bzh;contact@folkloresdumonde.bzh;De 1990 à 1999;1995;Spectacle vivant;Danse;;;;;;Saison (21 juin - 5 septembre);;FEST_35288_6003;;;;;;;;;;;;;;;;
Une ïle en poésie;;Pays de la Loire;Maine-et-Loire;Béhuard;49028;49028;244900015;CU Angers Loire Métropole;;;;;;https://traumfabrik.fr/;traumfabrikpoesie@gmail.com;2010 et après;2017;Livre, littérature;;;;;;;Saison (21 juin - 5 septembre);;FEST_49028_718;;;;;;;;;;;;;;;;
Festival européen de la photo de nu;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Arles;13200;13004;241300417;CA d'Arles-Crau-Camargue-Montagnette;;;;;;www.fepn-arles.com;contact@fepn-arles.com;De 2000 à 2009;2001;Arts visuels, arts numériques;;;;;Photographie;;Avant-saison (1er janvier - 20 juin);;FEST_13004_346;;;;;;;;;;;;;;;;
La Foire aux livres du Grand Est de la France;Interrégionale;Bourgogne-Franche-Comté;Territoire de Belfort;Belfort;90000;90010;200069052;CA Grand Belfort;;Avenue;de l'Espérance;Avenue de l'Espérance;ATRIA Centre de congrès;https://www.livres-90.fr/;info@livres-90.fr;Avant 1980;1972;Livre, littérature;;;;;;Tous genres littéraires et animations dépendant de la thématique;Après-saison (6 septembre - 31 décembre);;FEST_90010_727;;;;;;;;;;;;;;;;
Jazz en Ré;;Nouvelle-Aquitaine;Charente-Maritime;Saint-Martin-de-Ré;17410;17369;241700459;CC de l'Île de Ré;;;;;;http://jazzenre.fr/;jazzlag@orange.fr;De 1990 à 1999;1998;Musique;;Musiques actuelles;;;;;Saison (21 juin - 5 septembre);LA103;FEST_17369_6028;;;;;;;;;;;;;;;;
Blues des Deux Rivières;;Bretagne;Côtes-d'Armor;Belle-Isle-en-Terre;22810;22005;200067981;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;;;Rue des Tilleuls;Rue des Tilleuls;;www.bluesdesdeuxrivieres.com;bluesdesdeuxrivieres@gmail.com;De 2000 à 2009;2001;Musique;;Jazz, blues;;;;;Après-saison (6 septembre - 31 décembre);;FEST_22005_736;;;;;;;;;;;;;;;;
Festi'mai;;Nouvelle-Aquitaine;Landes;Saint-Martin-de-Seignanx;40390;40273;244000659;CC du Seignanx;1526;Avenue;de Barrère;1526 Avenue de Barrère;;http://www.cc-seignanx.fr/;accueil@cc-seignanx.fr;De 1990 à 1999;1998;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Avant-saison (1er janvier - 20 juin);LA309;FEST_40273_6032;;;;;;;;;;;;;;;;
Grange;;Grand Est;Marne;Bergères-sous-Montmirail;51210;51050;245100888;CC de la Brie Champenoise;;;;;;www.chantmorin.com;chant.morin@wanadoo.fr;De 1990 à 1999;1996;Musique;;Chanson ou variété française;;;;;Saison (21 juin - 5 septembre);;FEST_51050_750;;;;;;;;;;;;;;;;
Instants fertiles;INTERCOMMUNALE;Pays de la Loire;Loire-Atlantique;Saint-Nazaire;44600;44184;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);;;;;;https://athenor.com https://www.saintnazaire.fr/demarches-et-infos-pratiques/sport-et-culture/conservatoire;contact@athenor.com;2010 et après;2014;Musique;;MUSIQUES CONTEMPORAINES;;;;;Après-saison (6 septembre - 31 décembre);;FEST_44184_6063;;;;;;;;;;;;;;;;
